time,type
2021/2/24,SALE_PRICE_SET
2021/2/24,BID
2021/2/24,ACCEPT_BID
2021/2/24,ACCEPT_BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,ACCEPT_BID
2021/2/24,SALE_PRICE_SET
2021/2/24,SALE_PRICE_SET
2021/2/24,SALE
2021/2/24,BID
2021/2/24,SALE_PRICE_SET
2021/2/24,BID
2021/2/24,BID
2021/2/24,SALE_PRICE_SET
2021/2/24,BID
2021/2/24,SALE_PRICE_SET
2021/2/24,SALE_PRICE_SET
2021/2/24,CANCEL_BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,SALE_PRICE_SET
2021/2/24,AUCTION_ENDED
2021/2/24,CANCEL_BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,CANCEL_BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,CANCEL_BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,AUCTION_ENDED
2021/2/24,BID
2021/2/24,CANCEL_BID
2021/2/24,AUCTION_ENDED
2021/2/24,BID
2021/2/24,SALE_PRICE_SET
2021/2/24,BID
2021/2/24,ACCEPT_BID
2021/2/24,ACCEPT_BID
2021/2/24,SALE_PRICE_SET
2021/2/24,SALE_PRICE_SET
2021/2/24,CANCEL_BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,ACCEPT_BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,ACCEPT_BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,CANCEL_BID
2021/2/24,BID
2021/2/24,SALE_PRICE_SET
2021/2/24,ACCEPT_BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,SALE_PRICE_SET
2021/2/24,SALE_PRICE_SET
2021/2/24,BID
2021/2/24,ACCEPT_BID
2021/2/24,BID
2021/2/24,CANCEL_BID
2021/2/24,SALE_PRICE_SET
2021/2/24,ACCEPT_BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,ACCEPT_BID
2021/2/24,CANCEL_BID
2021/2/24,BID
2021/2/24,AUCTION_BID
2021/2/24,BID
2021/2/24,ACCEPT_BID
2021/2/24,BID
2021/2/24,CANCEL_BID
2021/2/24,BID
2021/2/24,ACCEPT_BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,ACCEPT_BID
2021/2/24,BID
2021/2/24,CANCEL_BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,ACCEPT_BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,CANCEL_BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,CANCEL_BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,AUCTION_BID
2021/2/24,AUCTION_BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,ACCEPT_BID
2021/2/24,BID
2021/2/24,AUCTION_ENDED
2021/2/24,SALE_PRICE_SET
2021/2/24,BID
2021/2/24,SALE_PRICE_SET
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,ACCEPT_BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,SALE
2021/2/24,BID
2021/2/24,BID
2021/2/24,SALE_PRICE_SET
2021/2/24,TRANSFER
2021/2/24,TRANSFER
2021/2/24,BID
2021/2/24,BID
2021/2/24,TRANSFER
2021/2/24,CREATION
2021/2/24,SALE
2021/2/24,SALE_PRICE_SET
2021/2/24,CREATION
2021/2/24,CANCEL_BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,CREATION
2021/2/24,ACCEPT_BID
2021/2/24,BID
2021/2/24,CREATION
2021/2/24,CANCEL_BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,CREATION
2021/2/24,BID
2021/2/24,CREATION
2021/2/24,CREATION
2021/2/24,CREATION
2021/2/24,CANCEL_BID
2021/2/24,BID
2021/2/24,SALE
2021/2/24,SALE_PRICE_SET
2021/2/24,CREATION
2021/2/24,CREATION
2021/2/24,BID
2021/2/24,ACCEPT_BID
2021/2/24,BID
2021/2/24,CREATION
2021/2/24,ACCEPT_BID
2021/2/24,BID
2021/2/24,CANCEL_BID
2021/2/24,BID
2021/2/24,CREATION
2021/2/24,BID
2021/2/24,CREATION
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,CREATION
2021/2/24,BID
2021/2/24,CREATION
2021/2/24,CREATION
2021/2/24,CREATION
2021/2/24,CREATION
2021/2/24,CREATION
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,CREATION
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,CREATION
2021/2/24,TRANSFER
2021/2/24,CREATION
2021/2/24,CREATION
2021/2/24,SALE
2021/2/24,SALE_PRICE_SET
2021/2/24,CREATION
2021/2/24,BID
2021/2/24,CREATION
2021/2/24,CREATION
2021/2/24,CREATION
2021/2/24,BID
2021/2/24,BID
2021/2/24,CREATION
2021/2/24,SALE_PRICE_SET
2021/2/24,SALE_PRICE_SET
2021/2/24,CANCEL_BID
2021/2/24,CREATION
2021/2/24,CREATION
2021/2/24,SALE
2021/2/24,BID
2021/2/24,CREATION
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,CREATION
2021/2/24,CREATION
2021/2/24,BID
2021/2/24,CREATION
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,CREATION
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,CREATION
2021/2/24,CREATION
2021/2/24,CREATION
2021/2/24,CREATION
2021/2/24,BID
2021/2/24,CREATION
2021/2/24,SALE_PRICE_SET
2021/2/24,CREATION
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,CREATION
2021/2/24,CREATION
2021/2/24,CREATION
2021/2/24,BID
2021/2/24,CREATION
2021/2/24,SALE_PRICE_SET
2021/2/24,CREATION
2021/2/24,SALE
2021/2/24,SALE_PRICE_SET
2021/2/24,CREATION
2021/2/24,CREATION
2021/2/24,BID
2021/2/24,CREATION
2021/2/24,BID
2021/2/24,BID
2021/2/24,CREATION
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,CREATION
2021/2/24,BID
2021/2/24,CREATION
2021/2/24,ACCEPT_BID
2021/2/24,BID
2021/2/24,CREATION
2021/2/24,CREATION
2021/2/24,CREATION
2021/2/24,SALE_PRICE_SET
2021/2/24,CREATION
2021/2/24,CREATION
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,CREATION
2021/2/24,CREATION
2021/2/24,BID
2021/2/24,CREATION
2021/2/24,BID
2021/2/24,BID
2021/2/24,CREATION
2021/2/24,CREATION
2021/2/24,CREATION
2021/2/24,CREATION
2021/2/24,BID
2021/2/24,SALE
2021/2/24,CANCEL_BID
2021/2/24,BID
2021/2/24,SALE_PRICE_SET
2021/2/24,SALE
2021/2/24,SALE
2021/2/24,SALE_PRICE_SET
2021/2/24,BID
2021/2/24,BID
2021/2/24,SALE
2021/2/24,SALE
2021/2/24,SALE_PRICE_SET
2021/2/24,SALE_PRICE_SET
2021/2/24,SALE_PRICE_SET
2021/2/24,SALE_PRICE_SET
2021/2/24,SALE
2021/2/24,AUCTION_ENDED
2021/2/24,SALE_PRICE_SET
2021/2/24,AUCTION_ENDED
2021/2/24,SALE_PRICE_SET
2021/2/24,SALE_PRICE_SET
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,BID
2021/2/24,SALE_PRICE_SET
2021/2/24,SALE_PRICE_SET
2021/2/24,SALE_PRICE_SET
2021/2/24,BID
2021/2/24,SALE
2021/2/24,SALE_PRICE_SET
2021/2/24,SALE
2021/2/24,SALE_PRICE_SET
2021/2/24,SALE_PRICE_SET
2021/2/24,SALE_PRICE_SET
2021/2/24,BID
2021/2/24,SALE
2021/2/24,SALE
2021/2/24,BID
2021/2/24,SALE
2021/2/24,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,SALE
2021/2/25,SALE
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,ACCEPT_BID
2021/2/25,CANCEL_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,AUCTION_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE
2021/2/25,SALE_PRICE_SET
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,CANCEL_BID
2021/2/25,SALE
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,SALE
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,AUCTION_BID
2021/2/25,BID
2021/2/25,ACCEPT_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE
2021/2/25,SALE_PRICE_SET
2021/2/25,CANCEL_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,CANCEL_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,TRANSFER
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,SALE
2021/2/25,CANCEL_BID
2021/2/25,SALE
2021/2/25,CANCEL_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE
2021/2/25,SALE_PRICE_SET
2021/2/25,CANCEL_BID
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,AUCTION_ENDED
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,ACCEPT_BID
2021/2/25,AUCTION_ENDED
2021/2/25,AUCTION_BID
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,CANCEL_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,SALE
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,AUCTION_ENDED
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,AUCTION_ENDED
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,SALE
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,AUCTION_ENDED
2021/2/25,AUCTION_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,AUCTION_ENDED
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,ACCEPT_BID
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,SALE
2021/2/25,BID
2021/2/25,TRANSFER
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE
2021/2/25,CANCEL_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,AUCTION_BID
2021/2/25,TRANSFER
2021/2/25,SALE_PRICE_SET
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,AUCTION_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,CANCEL_BID
2021/2/25,AUCTION_BID
2021/2/25,ACCEPT_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,TRANSFER
2021/2/25,BID
2021/2/25,BID
2021/2/25,TRANSFER
2021/2/25,BID
2021/2/25,AUCTION_ENDED
2021/2/25,AUCTION_BID
2021/2/25,AUCTION_BID
2021/2/25,BID
2021/2/25,AUCTION_ENDED
2021/2/25,AUCTION_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,SCHEDULED_AUCTION_STARTED
2021/2/25,SALE_PRICE_SET
2021/2/25,TRANSFER
2021/2/25,AUCTION_BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,TRANSFER
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,AUCTION_BID
2021/2/25,CANCEL_BID
2021/2/25,AUCTION_BID
2021/2/25,CANCEL_BID
2021/2/25,ACCEPT_BID
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,AUCTION_ENDED
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,AUCTION_BID
2021/2/25,AUCTION_ENDED
2021/2/25,AUCTION_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,AUCTION_BID
2021/2/25,AUCTION_BID
2021/2/25,AUCTION_BID
2021/2/25,AUCTION_BID
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,BID
2021/2/25,SALE
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,SALE
2021/2/25,AUCTION_ENDED
2021/2/25,AUCTION_BID
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,TRANSFER
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,CANCEL_BID
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,SALE
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,CANCEL_BID
2021/2/25,AUCTION_BID
2021/2/25,AUCTION_BID
2021/2/25,SCHEDULED_AUCTION_STARTED
2021/2/25,BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,SALE
2021/2/25,BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,SALE
2021/2/25,CANCEL_BID
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,SALE
2021/2/25,SALE
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,AUCTION_BID
2021/2/25,AUCTION_BID
2021/2/25,AUCTION_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,SALE
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,ACCEPT_BID
2021/2/25,SALE
2021/2/25,SALE_PRICE_SET
2021/2/25,AUCTION_BID
2021/2/25,BID
2021/2/25,SALE
2021/2/25,ACCEPT_BID
2021/2/25,CANCEL_BID
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,AUCTION_ENDED
2021/2/25,ACCEPT_BID
2021/2/25,CANCEL_BID
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,AUCTION_ENDED
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
2021/2/25,ACCEPT_BID
2021/2/25,TRANSFER
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,ACCEPT_BID
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,AUCTION_BID
2021/2/25,AUCTION_BID
2021/2/25,AUCTION_BID
2021/2/25,AUCTION_BID
2021/2/25,AUCTION_BID
2021/2/25,AUCTION_BID
2021/2/25,AUCTION_BID
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,CANCEL_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,SALE
2021/2/25,BID
2021/2/25,CREATION
2021/2/25,SALE_PRICE_SET
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,SALE_PRICE_SET
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,CREATION
2021/2/25,CREATION
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,CREATION
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,CREATION
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,CREATION
2021/2/25,SALE_PRICE_SET
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,CREATION
2021/2/25,BID
2021/2/25,BID
2021/2/25,BID
2021/2/25,CREATION
2021/2/25,ACCEPT_BID
2021/2/25,BID
2021/2/25,CREATION
2021/2/25,SALE_PRICE_SET
2021/2/25,SALE_PRICE_SET
